AgeGroup,Gender,Education,EmploymentStatus,TelecomCompany,ReasonForChoosing,DurationWithCompany,PlanType,MonthlyCharges,Churn,ChurnReason_NetworkCoverage,ChurnReason_CustomerService,ChurnReason_Pricing,ChurnLikelihood,MonthlyCharges_Numeric,Gender_NuUmeric,AgeGroup_Numeric
55-64,Transgender,Prefer not to say,Employed part-time,AirtelTigo,Prefer not to say,3-4 years,Both,GHS 101-200,Yes,TRUE,TRUE,FALSE,4,4,3,5
18-24,Male,Prefer not to say,Employed part-time,Vodafone,Customer Service,Less than 6 months,Postpaid,Less than GHS 20,Yes,FALSE,TRUE,FALSE,3,1,1,1
55-64,Transgender,Undergraduate,Student,Vodafone,Coverage,6-12 months,Postpaid,GHS 101-200,No,TRUE,FALSE,FALSE,5,4,3,5
18-24,Prefer not to say,Undergraduate,Employed full-time,MTN,Coverage,3-4 years,Postpaid,GHS 201-300,No,TRUE,TRUE,FALSE,1,5,4,1
55-64,Female,No Education,Self-employed,MTN,Coverage,1-2 years,Both,GHS 201-300,No,FALSE,FALSE,FALSE,5,5,2,5
35-44,Male,Postgraduate,Employed part-time,Vodafone,Customer Service,3-4 years,Prepaid,More than GHS 400,No,TRUE,TRUE,FALSE,1,7,1,3
18-24,Male,Undergraduate,Self-employed,Glo,Prefer not to say,1-2 years,Prepaid,GHS 101-200,Yes,FALSE,FALSE,FALSE,3,4,1,1
45-54,Prefer not to say,High school graduate,Student,AirtelTigo,Customer Service,Less than 6 months,Postpaid,More than GHS 400,No,FALSE,FALSE,FALSE,1,7,4,4
25-34,Female,High school graduate,Employed part-time,Glo,Customer Service,6-12 months,Both,Less than GHS 20,Yes,FALSE,FALSE,TRUE,2,1,2,2
55-64,Transgender,High school graduate,Student,Glo,Prefer not to say,6-12 months,Both,GHS 301-400,Yes,TRUE,TRUE,TRUE,2, ,3,5
55-64,Prefer not to say,Postgraduate,Student,MTN,Customer Service,6-12 months,Postpaid,GHS 201-300,No,TRUE,FALSE,TRUE,2,5,4,5
25-34,Transgender,Undergraduate,Employed full-time,AirtelTigo,Coverage,Less than 6 months,Postpaid,GHS 101-200,Yes,FALSE,FALSE,FALSE,1,4,3,2
45-54,Male,Primary School,Retired,Vodafone,Prefer not to say,3-4 years,Both,GHS 20-50,Yes,TRUE,FALSE,TRUE,3,2,1,4
35-44,Male,High school graduate,Unemployed,MTN,Prefer not to say,1-2 years,Prepaid,GHS 20-50,No,FALSE,TRUE,TRUE,5,2,1,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Prefer not to say,High school graduate,Employed part-time,MTN,Prefer not to say,Less than 6 months,Both,More than GHS 400,Yes,FALSE,TRUE,FALSE,3,7,4,5
45-54,Male,Prefer not to say,Employed full-time,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,1,5,1,4
35-44,Transgender,Postgraduate,Employed full-time,MTN,Pricing,3-4 years,Both,More than GHS 400,No,TRUE,FALSE,FALSE,5,7,3,3
55-64,Transgender,Primary School,Retired,MTN,Customer Service,5 or more years,Postpaid,GHS 101-200,No,FALSE,FALSE,TRUE,2,4,3,5
35-44,Transgender,Postgraduate,Unemployed,AirtelTigo,Coverage,3-4 years,Both,GHS 51-100,Yes,TRUE,TRUE,FALSE,4,3,3,3
18-24,Female,Undergraduate,Retired,MTN,Prefer not to say,6-12 months,Both,GHS 20-50,No,FALSE,TRUE,FALSE,3,2,2,1
35-44,Female,Primary School,Unemployed,Glo,Pricing,6-12 months,Postpaid,GHS 301-400,Yes,FALSE,TRUE,TRUE,4, ,2,3
18-24,Prefer not to say,Undergraduate,Employed full-time,MTN,Prefer not to say,Less than 6 months,Postpaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,5,4,4,1
35-44,Transgender,Postgraduate,Unemployed,AirtelTigo,Coverage,3-4 years,Postpaid,GHS 301-400,Yes,TRUE,TRUE,FALSE,4, ,3,3
25-34,Transgender,High school graduate,Employed full-time,AirtelTigo,Customer Service,Less than 6 months,Both,GHS 20-50,No,TRUE,FALSE,FALSE,2,2,3,2
35-44,Prefer not to say,Prefer not to say,Employed full-time,MTN,Prefer not to say,3-4 years,Postpaid,GHS 51-100,No,TRUE,TRUE,TRUE,1,3,4,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Male,Primary School,Retired,MTN,Customer Service,5 or more years,Prepaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,2,4,1,3
55-64,Female,High school graduate,Unemployed,MTN,Customer Service,1-2 years,Postpaid,Less than GHS 20,No,TRUE,FALSE,FALSE,2,1,2,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Prefer not to say,Postgraduate,Employed part-time,Glo,Prefer not to say,5 or more years,Both,GHS 201-300,Yes,FALSE,FALSE,FALSE,4,5,4,5
18-24,Male,High school graduate,Employed part-time,AirtelTigo,Prefer not to say,3-4 years,Prepaid,GHS 201-300,Yes,TRUE,FALSE,FALSE,4,5,1,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Transgender,Postgraduate,Self-employed,MTN,Prefer not to say,Less than 6 months,Both,Less than GHS 20,Yes,TRUE,TRUE,FALSE,1,1,3,5
55-64,Male,High school graduate,Employed part-time,Vodafone,Customer Service,6-12 months,Postpaid,GHS 101-200,Yes,TRUE,TRUE,TRUE,5,4,1,5
45-54,Male,Postgraduate,Employed part-time,MTN,Coverage,6-12 months,Both,GHS 51-100,No,TRUE,FALSE,TRUE,4,3,1,4
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Female,High school graduate,Retired,Vodafone,Customer Service,1-2 years,Postpaid,GHS 201-300,No,TRUE,FALSE,FALSE,5,5,2,3
45-54,Female,Undergraduate,Self-employed,MTN,Prefer not to say,6-12 months,Both,GHS 201-300,Yes,TRUE,TRUE,FALSE,3,5,2,4
25-34,Female,No Education,Student,Glo,Coverage,3-4 years,Postpaid,GHS 51-100,No,TRUE,FALSE,FALSE,2,3,2,2
35-44,Transgender,Primary School,Employed part-time,MTN,Customer Service,6-12 months,Postpaid,GHS 101-200,No,TRUE,FALSE,TRUE,2,4,3,3
55-64,Female,Primary School,Student,AirtelTigo,Pricing,Less than 6 months,Postpaid,GHS 301-400,Yes,FALSE,FALSE,FALSE,2, ,2,5
55-64,Prefer not to say,Postgraduate,Employed part-time,Glo,Coverage,1-2 years,Postpaid,GHS 20-50,No,TRUE,TRUE,FALSE,4,2,4,5
25-34,Male,Undergraduate,Retired,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,More than GHS 400,Yes,FALSE,TRUE,FALSE,5,7,1,2
45-54,Prefer not to say,Primary School,Student,MTN,Coverage,Less than 6 months,Postpaid,More than GHS 200,No,FALSE,TRUE,FALSE,3,6,4,4
45-54,Male,No Education,Student,Vodafone,Customer Service,1-2 years,Both,GHS 201-300,No,TRUE,TRUE,TRUE,5,5,1,4
18-24,Female,Postgraduate,Retired,MTN,Coverage,6-12 months,Both,GHS 201-300,No,TRUE,FALSE,FALSE,2,5,2,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
18-24,Transgender,Undergraduate,Self-employed,Glo,Customer Service,5 or more years,Both,GHS 301-400,No,TRUE,TRUE,FALSE,5, ,3,1
35-44,Female,No Education,Self-employed,MTN,Prefer not to say,3-4 years,Postpaid,More than GHS 400,No,FALSE,FALSE,FALSE,4,7,2,3
55-64,Prefer not to say,High school graduate,Self-employed,AirtelTigo,Customer Service,5 or more years,Both,Less than GHS 20,No,TRUE,TRUE,TRUE,4,1,4,5
35-44,Female,No Education,Employed full-time,Vodafone,Pricing,1-2 years,Both,GHS 301-400,No,TRUE,FALSE,FALSE,4, ,2,3
35-44,Male,Undergraduate,Employed full-time,AirtelTigo,Coverage,3-4 years,Both,More than GHS 400,Yes,FALSE,TRUE,TRUE,3,7,1,3
25-34,Transgender,Primary School,Employed full-time,Vodafone,Pricing,3-4 years,Prepaid,GHS 201-300,Yes,FALSE,FALSE,TRUE,5,5,3,2
18-24,Female,High school graduate,Employed full-time,MTN,Prefer not to say,6-12 months,Prepaid,More than GHS 200,No,TRUE,TRUE,TRUE,2,6,2,1
55-64,Prefer not to say,No Education,Employed full-time,Glo,Customer Service,6-12 months,Both,Less than GHS 20,No,TRUE,FALSE,TRUE,2,1,4,5
45-54,Transgender,Prefer not to say,Self-employed,Glo,Coverage,1-2 years,Both,Less than GHS 20,Yes,FALSE,FALSE,FALSE,3,1,3,4
18-24,Transgender,No Education,Employed full-time,Vodafone,Prefer not to say,6-12 months,Postpaid,More than GHS 400,No,TRUE,FALSE,TRUE,5,7,3,1
35-44,Female,Undergraduate,Retired,MTN,Coverage,5 or more years,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,2,4,2,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Transgender,No Education,Employed full-time,AirtelTigo,Coverage,Less than 6 months,Prepaid,GHS 51-100,Yes,TRUE,FALSE,TRUE,4,3,3,5
25-34,Transgender,Primary School,Retired,AirtelTigo,Coverage,1-2 years,Both,More than GHS 200,No,FALSE,FALSE,FALSE,2,6,3,2
55-64,Transgender,Prefer not to say,Self-employed,MTN,Customer Service,Less than 6 months,Both,GHS 20-50,Yes,FALSE,TRUE,TRUE,4,2,3,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
18-24,Male,Primary School,Student,Glo,Pricing,Less than 6 months,Postpaid,GHS 20-50,Yes,TRUE,TRUE,TRUE,2,2,1,1
25-34,Prefer not to say,Undergraduate,Self-employed,Vodafone,Customer Service,5 or more years,Both,GHS 101-200,Yes,TRUE,FALSE,TRUE,1,4,4,2
35-44,Transgender,Prefer not to say,Employed full-time,AirtelTigo,Pricing,6-12 months,Postpaid,More than GHS 200,No,FALSE,FALSE,FALSE,3,6,3,3
18-24,Male,Primary School,Employed part-time,Glo,Prefer not to say,Less than 6 months,Both,GHS 20-50,No,FALSE,TRUE,TRUE,5,2,1,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
45-54,Female,Undergraduate,Self-employed,MTN,Prefer not to say,6-12 months,Prepaid,More than GHS 200,Yes,TRUE,TRUE,FALSE,4,6,2,4
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
45-54,Male,No Education,Unemployed,Vodafone,Customer Service,Less than 6 months,Prepaid,More than GHS 400,No,FALSE,FALSE,FALSE,3,7,1,4
25-34,Male,Primary School,Employed part-time,MTN,Prefer not to say,Less than 6 months,Prepaid,More than GHS 200,No,TRUE,FALSE,TRUE,2,6,1,2
35-44,Prefer not to say,Postgraduate,Student,MTN,Prefer not to say,6-12 months,Both,GHS 201-300,No,TRUE,FALSE,FALSE,5,5,4,3
45-54,Prefer not to say,Primary School,Self-employed,Vodafone,Prefer not to say,Less than 6 months,Both,GHS 101-200,Yes,FALSE,TRUE,FALSE,2,4,4,4
35-44,Female,High school graduate,Employed full-time,Glo,Customer Service,1-2 years,Postpaid,Less than GHS 20,No,TRUE,TRUE,TRUE,1,1,2,3
55-64,Prefer not to say,Prefer not to say,Unemployed,AirtelTigo,Prefer not to say,1-2 years,Prepaid,GHS 101-200,Yes,FALSE,TRUE,FALSE,5,4,4,5
25-34,Prefer not to say,No Education,Student,MTN,Pricing,3-4 years,Both,GHS 201-300,No,FALSE,TRUE,TRUE,4,5,4,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Prefer not to say,Prefer not to say,Self-employed,Vodafone,Prefer not to say,1-2 years,Postpaid,GHS 301-400,Yes,FALSE,TRUE,FALSE,5, ,4,5
25-34,Prefer not to say,Prefer not to say,Student,AirtelTigo,Pricing,3-4 years,Prepaid,GHS 101-200,Yes,TRUE,FALSE,FALSE,5,4,4,2
55-64,Male,Primary School,Employed part-time,MTN,Coverage,Less than 6 months,Postpaid,More than GHS 200,Yes,TRUE,TRUE,TRUE,3,6,1,5
18-24,Prefer not to say,Prefer not to say,Self-employed,Vodafone,Coverage,1-2 years,Both,Less than GHS 20,Yes,TRUE,FALSE,TRUE,1,1,4,1
35-44,Prefer not to say,High school graduate,Employed full-time,MTN,Customer Service,1-2 years,Both,More than GHS 400,Yes,FALSE,TRUE,TRUE,4,7,4,3
45-54,Female,Undergraduate,Employed part-time,Glo,Prefer not to say,5 or more years,Both,More than GHS 200,Yes,FALSE,TRUE,TRUE,3,6,2,4
25-34,Prefer not to say,Primary School,Employed full-time,AirtelTigo,Pricing,3-4 years,Both,GHS 301-400,Yes,TRUE,TRUE,TRUE,3, ,4,2
55-64,Prefer not to say,Prefer not to say,Unemployed,AirtelTigo,Prefer not to say,1-2 years,Both,More than GHS 200,Yes,FALSE,TRUE,FALSE,4,6,4,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Transgender,No Education,Student,AirtelTigo,Pricing,3-4 years,Prepaid,GHS 101-200,No,FALSE,FALSE,FALSE,5,4,3,3
35-44,Male,High school graduate,Student,MTN,Pricing,1-2 years,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,1,4,1,3
25-34,Transgender,Undergraduate,Employed full-time,AirtelTigo,Coverage,Less than 6 months,Prepaid,GHS 301-400,Yes,FALSE,FALSE,FALSE,4, ,3,2
35-44,Prefer not to say,Prefer not to say,Employed part-time,Vodafone,Prefer not to say,6-12 months,Postpaid,GHS 101-200,Yes,TRUE,TRUE,TRUE,4,4,4,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
18-24,Female,Postgraduate,Retired,MTN,Prefer not to say,5 or more years,Both,More than GHS 200,Yes,FALSE,FALSE,TRUE,5,6,2,1
45-54,Prefer not to say,Primary School,Retired,AirtelTigo,Prefer not to say,5 or more years,Both,GHS 101-200,No,TRUE,FALSE,FALSE,4,4,4,4
25-34,Transgender,High school graduate,Employed part-time,Glo,Prefer not to say,Less than 6 months,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,3,4,3,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Female,High school graduate,Employed full-time,Glo,Customer Service,1-2 years,Both,GHS 301-400,No,TRUE,TRUE,TRUE,4, ,2,3
35-44,Transgender,Undergraduate,Employed full-time,MTN,Pricing,6-12 months,Both,More than GHS 400,Yes,TRUE,FALSE,TRUE,5,7,3,3
18-24,Female,No Education,Retired,MTN,Customer Service,1-2 years,Postpaid,GHS 301-400,No,FALSE,FALSE,FALSE,1, ,2,1
55-64,Male,Undergraduate,Employed full-time,Glo,Customer Service,1-2 years,Prepaid,GHS 51-100,Yes,FALSE,FALSE,FALSE,3,3,1,5
18-24,Transgender,Postgraduate,Student,Vodafone,Customer Service,5 or more years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,FALSE,1,5,3,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
45-54,Female,Undergraduate,Employed part-time,Glo,Prefer not to say,5 or more years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,2,5,2,4
45-54,Prefer not to say,Primary School,Student,MTN,Coverage,Less than 6 months,Prepaid,GHS 101-200,No,FALSE,TRUE,FALSE,2,4,4,4
18-24,Transgender,Prefer not to say,Employed full-time,MTN,Customer Service,5 or more years,Prepaid,GHS 20-50,No,TRUE,TRUE,TRUE,1,2,3,1
45-54,Transgender,High school graduate,Employed part-time,Glo,Customer Service,6-12 months,Postpaid,GHS 101-200,No,FALSE,TRUE,TRUE,1,4,3,4
35-44,Prefer not to say,Postgraduate,Unemployed,Vodafone,Pricing,1-2 years,Prepaid,GHS 101-200,Yes,TRUE,TRUE,FALSE,4,4,4,3
45-54,Prefer not to say,Undergraduate,Unemployed,Vodafone,Customer Service,6-12 months,Prepaid,More than GHS 200,Yes,TRUE,TRUE,TRUE,2,6,4,4
45-54,Female,Postgraduate,Student,MTN,Coverage,3-4 years,Prepaid,Less than GHS 20,No,TRUE,TRUE,FALSE,5,1,2,4
55-64,Male,Postgraduate,Retired,MTN,Pricing,1-2 years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,FALSE,3,5,1,5
18-24,Male,Postgraduate,Unemployed,AirtelTigo,Customer Service,6-12 months,Both,GHS 51-100,Yes,FALSE,FALSE,TRUE,3,3,1,1
35-44,Female,High school graduate,Student,MTN,Customer Service,5 or more years,Both,More than GHS 400,Yes,FALSE,FALSE,TRUE,3,7,2,3
45-54,Prefer not to say,Undergraduate,Employed full-time,Vodafone,Coverage,3-4 years,Prepaid,GHS 301-400,No,FALSE,TRUE,TRUE,4, ,4,4
45-54,Transgender,Undergraduate,Unemployed,MTN,Pricing,3-4 years,Both,GHS 101-200,Yes,TRUE,FALSE,TRUE,5,4,3,4
35-44,Female,Prefer not to say,Student,Glo,Prefer not to say,1-2 years,Both,More than GHS 200,Yes,TRUE,TRUE,FALSE,4,6,2,3
25-34,Prefer not to say,Postgraduate,Unemployed,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,More than GHS 200,No,TRUE,FALSE,FALSE,2,6,4,2
18-24,Prefer not to say,Prefer not to say,Retired,Glo,Prefer not to say,6-12 months,Both,More than GHS 400,Yes,TRUE,TRUE,FALSE,4,7,4,1
45-54,Prefer not to say,High school graduate,Employed full-time,Vodafone,Pricing,3-4 years,Both,GHS 20-50,No,TRUE,TRUE,FALSE,3,2,4,4
18-24,Male,Primary School,Unemployed,Vodafone,Coverage,6-12 months,Both,GHS 301-400,No,TRUE,FALSE,FALSE,1, ,1,1
45-54,Transgender,Postgraduate,Self-employed,MTN,Prefer not to say,5 or more years,Both,GHS 51-100,Yes,TRUE,FALSE,FALSE,4,3,3,4
45-54,Female,Primary School,Employed part-time,AirtelTigo,Prefer not to say,Less than 6 months,Both,More than GHS 200,No,TRUE,TRUE,FALSE,2,6,2,4
45-54,Transgender,No Education,Self-employed,Glo,Pricing,Less than 6 months,Prepaid,GHS 301-400,Yes,FALSE,FALSE,TRUE,1, ,3,4
25-34,Male,Undergraduate,Retired,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,GHS 51-100,Yes,FALSE,TRUE,FALSE,3,3,1,2
55-64,Prefer not to say,Postgraduate,Retired,MTN,Customer Service,3-4 years,Postpaid,More than GHS 400,No,TRUE,TRUE,TRUE,3,7,4,5
25-34,Male,Postgraduate,Retired,Glo,Customer Service,6-12 months,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,4,4,1,2
25-34,Prefer not to say,Prefer not to say,Retired,Vodafone,Prefer not to say,6-12 months,Both,More than GHS 400,Yes,FALSE,FALSE,FALSE,1,7,4,2
25-34,Female,Undergraduate,Employed full-time,Vodafone,Coverage,6-12 months,Both,GHS 301-400,Yes,TRUE,FALSE,FALSE,2, ,2,2
55-64,Prefer not to say,Postgraduate,Self-employed,AirtelTigo,Coverage,3-4 years,Prepaid,GHS 101-200,No,TRUE,TRUE,FALSE,2,4,4,5
45-54,Transgender,No Education,Employed full-time,Vodafone,Coverage,5 or more years,Prepaid,More than GHS 400,No,TRUE,TRUE,FALSE,1,7,3,4
35-44,Transgender,Postgraduate,Employed full-time,MTN,Pricing,3-4 years,Prepaid,GHS 301-400,No,TRUE,FALSE,FALSE,4, ,3,3
18-24,Female,Prefer not to say,Self-employed,AirtelTigo,Pricing,Less than 6 months,Postpaid,GHS 101-200,Yes,FALSE,TRUE,TRUE,3,4,2,1
45-54,Prefer not to say,Undergraduate,Self-employed,Vodafone,Pricing,6-12 months,Postpaid,GHS 301-400,Yes,TRUE,TRUE,FALSE,3, ,4,4
25-34,Female,Undergraduate,Self-employed,MTN,Prefer not to say,5 or more years,Postpaid,More than GHS 400,No,TRUE,FALSE,FALSE,5,7,2,2
18-24,Prefer not to say,Primary School,Self-employed,AirtelTigo,Coverage,1-2 years,Prepaid,More than GHS 400,Yes,TRUE,FALSE,TRUE,1,7,4,1
18-24,Female,Undergraduate,Self-employed,MTN,Coverage,3-4 years,Both,GHS 20-50,No,TRUE,TRUE,TRUE,1,2,2,1
25-34,Male,Undergraduate,Retired,AirtelTigo,Prefer not to say,Less than 6 months,Prepaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,5,5,1,2
35-44,Male,Undergraduate,Student,Vodafone,Customer Service,3-4 years,Postpaid,GHS 20-50,Yes,FALSE,TRUE,FALSE,5,2,1,3
35-44,Female,Undergraduate,Employed part-time,Glo,Pricing,6-12 months,Prepaid,GHS 301-400,No,FALSE,TRUE,TRUE,4, ,2,3
45-54,Male,No Education,Self-employed,MTN,Coverage,5 or more years,Both,GHS 201-300,No,FALSE,TRUE,TRUE,1,5,1,4
25-34,Female,Postgraduate,Student,AirtelTigo,Pricing,Less than 6 months,Prepaid,GHS 301-400,Yes,TRUE,FALSE,FALSE,1, ,2,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Female,Primary School,Unemployed,MTN,Coverage,1-2 years,Prepaid,GHS 101-200,Yes,TRUE,FALSE,FALSE,4,4,2,3
18-24,Transgender,Primary School,Employed part-time,Vodafone,Pricing,5 or more years,Postpaid,Less than GHS 20,No,FALSE,FALSE,TRUE,1,1,3,1
45-54,Prefer not to say,Primary School,Self-employed,AirtelTigo,Coverage,6-12 months,Prepaid,GHS 301-400,Yes,TRUE,TRUE,TRUE,4, ,4,4
55-64,Prefer not to say,High school graduate,Employed part-time,Vodafone,Prefer not to say,1-2 years,Both,GHS 20-50,Yes,TRUE,TRUE,TRUE,3,2,4,5
55-64,Prefer not to say,Postgraduate,Unemployed,MTN,Customer Service,6-12 months,Both,Less than GHS 20,Yes,TRUE,FALSE,FALSE,1,1,4,5
45-54,Male,No Education,Unemployed,Vodafone,Customer Service,Less than 6 months,Prepaid,GHS 101-200,No,FALSE,FALSE,FALSE,1,4,1,4
25-34,Prefer not to say,Postgraduate,Self-employed,Glo,Pricing,3-4 years,Postpaid,GHS 101-200,Yes,FALSE,FALSE,FALSE,4,4,4,2
45-54,Transgender,Postgraduate,Student,Glo,Prefer not to say,6-12 months,Both,GHS 301-400,Yes,FALSE,TRUE,FALSE,3, ,3,4
18-24,Male,No Education,Retired,Glo,Prefer not to say,5 or more years,Postpaid,GHS 301-400,No,TRUE,FALSE,FALSE,3, ,1,1
45-54,Transgender,No Education,Self-employed,MTN,Coverage,6-12 months,Prepaid,GHS 51-100,Yes,TRUE,TRUE,TRUE,2,3,3,4
35-44,Transgender,Postgraduate,Unemployed,MTN,Prefer not to say,5 or more years,Prepaid,GHS 101-200,Yes,TRUE,TRUE,TRUE,2,4,3,3
18-24,Transgender,Primary School,Unemployed,Glo,Pricing,5 or more years,Postpaid,GHS 301-400,No,TRUE,TRUE,TRUE,5, ,3,1
55-64,Prefer not to say,Prefer not to say,Employed part-time,MTN,Coverage,Less than 6 months,Prepaid,Less than GHS 20,Yes,TRUE,TRUE,FALSE,2,1,4,5
55-64,Male,Postgraduate,Retired,Glo,Customer Service,3-4 years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,1,5,1,5
25-34,Prefer not to say,Undergraduate,Self-employed,Glo,Prefer not to say,5 or more years,Prepaid,GHS 101-200,No,TRUE,FALSE,TRUE,2,4,4,2
55-64,Prefer not to say,Postgraduate,Student,MTN,Customer Service,6-12 months,Both,GHS 201-300,No,TRUE,FALSE,TRUE,2,5,4,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Female,Prefer not to say,Self-employed,AirtelTigo,Customer Service,3-4 years,Prepaid,GHS 20-50,Yes,TRUE,FALSE,FALSE,2,2,2,5
35-44,Transgender,Postgraduate,Employed part-time,MTN,Prefer not to say,3-4 years,Both,GHS 51-100,Yes,FALSE,TRUE,FALSE,1,3,3,3
55-64,Transgender,Primary School,Unemployed,Vodafone,Coverage,6-12 months,Postpaid,GHS 301-400,No,FALSE,TRUE,TRUE,5, ,3,5
45-54,Male,High school graduate,Unemployed,Vodafone,Prefer not to say,5 or more years,Postpaid,GHS 101-200,No,TRUE,FALSE,TRUE,3,4,1,4
25-34,Prefer not to say,Prefer not to say,Employed full-time,MTN,Coverage,6-12 months,Both,GHS 101-200,No,TRUE,FALSE,TRUE,3,4,4,2
55-64,Female,Primary School,Employed full-time,Glo,Prefer not to say,1-2 years,Postpaid,GHS 101-200,No,FALSE,TRUE,FALSE,2,4,2,5
18-24,Prefer not to say,High school graduate,Employed full-time,MTN,Prefer not to say,1-2 years,Postpaid,Less than GHS 20,No,TRUE,FALSE,FALSE,3,1,4,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,Less than GHS 20,Yes,TRUE,TRUE,FALSE,4,1,3,2
55-64,Male,Prefer not to say,Self-employed,Glo,Prefer not to say,3-4 years,Prepaid,More than GHS 200,Yes,TRUE,FALSE,FALSE,3,6,1,5
55-64,Female,Primary School,Unemployed,Vodafone,Coverage,Less than 6 months,Postpaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,1,4,2,5
35-44,Prefer not to say,Undergraduate,Employed full-time,Vodafone,Customer Service,1-2 years,Both,More than GHS 200,No,TRUE,TRUE,TRUE,3,6,4,3
35-44,Prefer not to say,Postgraduate,Self-employed,MTN,Prefer not to say,1-2 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,1,7,4,3
45-54,Transgender,No Education,Student,Glo,Pricing,Less than 6 months,Postpaid,More than GHS 200,No,FALSE,FALSE,TRUE,5,6,3,4
